chunk_id,doc_id,file_name,folder,act_name,regime_type,act_subtype,jurisdiction,year,section_or_clause,page_number,page_numbers,chunk_text,token_count
DOC009_chunk_056,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"1. Subs. by Act 27 of 2012, s. 24, for “performing rights society” (w.e.f. 21-6-2012).; 2. Subs. by s. 24, ibid., for “the Copyright (Amendment) Act, 1994 (38 of 1994)” (w.e.f. 21-6-2012).; 3. Subs. by Act 38 of 1994, s. 12, for “RIGHTS OF BROADCASTING AUTHORITIES” (w.e.f. 10-5-1995).; section 37 (w.e.f. 10-5-1995); 5. Subs. by Act 27 of 2012, s. 25, for clause (e) (w.e.f. 21-6-2012).; section 38 (w.e.f. 10-5-1995); 7. Subs. by 49 of 1999, s. 4, for “twenty-five years” (w.e.f. 15-1-2000).; 8. Su",29,29,"1. Subs. by Act 27 of 2012, s. 24, for “performing rights society” (w.e.f. 21-6-2012).

2. Subs. by s. 24, ibid., for “the Copyright (Amendment) Act, 1994 (38 of 1994)” (w.e.f. 21-6-2012).

3. Subs. by Act 38 of 1994, s. 12, for “RIGHTS OF BROADCASTING AUTHORITIES” (w.e.f. 10-5-1995).

4. Subs. by s. 13, ibid., for section 37 (w.e.f. 10-5-1995).

5. Subs. by Act 27 of 2012, s. 25, for clause (e) (w.e.f. 21-6-2012).

6. Subs. by Act 38 of 1994, s. 14, for section 38 (w.e.f. 10-5-1995).

7. Subs. by 49 of 1999, s. 4, for “twenty-five years” (w.e.f. 15-1-2000).

8. Sub-sections (3) and (4) omitted by Act 27 of 2012, s. 26 (w.e.f. 21-6-2012).",115
DOC009_chunk_057,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"9. Ins. by s. 27, ibid. (w.e.f. 21-6-2012).",29,"29, 30","9. Ins. by s. 27, ibid. (w.e.f. 21-6-2012).
                                         29

(iv) selling of giving it on commercial rental or offer for sale or for commercial rental any
               copy of the recording;
               (b) to broadcast or communicate the performance to the public except where the performance is
            already broadcast.
            (2) Once a performer has, by written agreement, consented to the incorporation of his performance in
          a cinematograph film he shall not, in the absence of any contract to the contrary, object to the enjoyment
          by the producer of the film of the performer’s right in the same film:

            Provided that, notwithstanding anything contained in this sub-section, the performer shall be entitled
          for royalties in case of making of the performances for commercial use.
            38B. Moral rights of the performer.—The performer of a performance shall, independently of his
          right after assignment, either wholly or partially of his right, have the right,—

               (a) to claim to be identified as the performer of his performance except where omission is
            dictated by the manner of the use of the performance; and
               (b) to restrain or claim damage in respect of any distortion, mutilation or other modification of his
            performance that would be prejudicial to his reputation.
                                                   e
            Explanation.—For the purposes of this clause, it is already clarified that mere removal of any portion
                                                 d
          of a performance for the purpose of editing, or to fit the recording within a limited duration, or any other
                                                o
          modification required for purely technical reasons shall not be deemed to be prejudicial to the performer’s
                                              C
          reputation.]
                                            a
            1[39. Acts not infringing broadcast reproduction right or performer’s right.—No broadcast
                                           i
          reproduction right or performer's right shall be deemded to be infringed by—
                                        n
               (a) the making of any sound recording or visual recording for the private use of the person
                                       I
            making such recording, or solely for purposes of bona fide teaching or research; or
               (b) the use, consistent with fair dealing, of excerpts of a performance or of a broadcast in the
            reporting of current events or for bona fide review, teaching or research; or
               (c) such other acts, with any necessary adaptations and modifications, which do not constitute
            infringement of copyright under section 52.]
            2[39A. Certain provisions to apply in case of broadcast reproduction right and performer’s
          rights.—Sections 18, 19, 30, 30A, 33, 33A, 34, 35, 36, 53, 55, 58, 63, 64, 65, 65A, 65B and 66 shall,
          with necessary adaptations and modifications, apply in relation to the broadcast reproduction right in any
          broadcast and the performer's right in any performance as they apply in relation to copyright in a work:
            Provided that where copyright to performer’s right subsists in respect of any work or performance
          that has been broadcast, no licence to reproduce such broadcast, shall be given without the consent of the
          owner of rights or performer, as the case may be, or both of them:
            Provided further that the broadcast reproduction right or performer’s right shall not subsist in any
          broadcast or performance if that broadcast or performance is an infringement of the copyright in any
          work.
             (2) The broadcast reproduction right or the performer’s right shall not affect the separate copyright in
          any work in respect of which, the broadcast or the performance, as the case may be, is made.]",546
DOC009_chunk_058,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"CHAPTER IX; 40. Power to extend copyright to foreign works.—The Central Government may, by order; section 39 (w.e.f. 10-5-1995)",30,30,"CHAPTER IX
                                   INTERNATIONAL COPYRIGHT

40. Power to extend copyright to foreign works.—The Central Government may, by order
          published in the Official Gazette, direct that all or any provisions of this Act shall apply—

1. Subs. by Act 38 of 1994, s. 15, for section 39 (w.e.f. 10-5-1995).",47
DOC009_chunk_059,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,section 39,30,"30, 31","2. Subs. by Act 27 of 2012, s. 28, for section 39A (w.e.f. 21-6-2012).
                                         30

(a) to work first published in any territory outside India to which the order relates in like manner
            as if they were first published within India;
               (b) to unpublished works, or any class thereof, the authors whereof were at the time of the making
            of the work, subjects or citizens of a foreign country to which the order relates, in like manner as if
            the authors were citizens of India;
               (c) in respect of domicile in any territory outside India to which the order relates in like manner as
            if such domicile were in India;

               (d) to any work of which the author was at the date of the first publication thereof, or, in a case
            where the author was dead at that date, was at the time of his death, a subject or citizen of a foreign
            country to which the order relates in like manner as if the author was a citizen of India at that date or
            time;
          and thereupon, subject to the provisions of this Chapter and of the order, this Act shall apply accordingly:

            Provided that—
               (i) before making an order under this section in respect of any foreign country (other than a
            country with which India has entered into a treaty or which is a party to a convention relating to
            copyright to which India is also a party), the Central Governmeent shall be satisfied that that foreign
            country has made, or has undertaken to make, such provisdions if any, as it appears to the Central
            Government expedient to require for the protection in tohat country of works entitled to copyright
            under the provisions of this Act; C
               (ii) the order may provide that the provisions ofa this Act shall apply either generally or in relation
            to such classes of works or such classes of cases asi may be specified in the order;
                                         d
               (iii) the order may provide that the termn of copyright in India shall not exceed that conferred by
            the law of the country to which the order rIelates 1[but such a term of copyright shall not exceed the
            term of copyright provided under this Act];
               (iv) the order may provide that the enjoyment of the rights conferred by this Act shall be subject
            to the accomplishment of such conditions and formalities, if any, as may be prescribed by the order;

               (v) in applying the provisions of this Act as to ownership of copyright, the order may make such
            exception and modifications as appear necessary, having regard to the law of the foreign country;
               (vi) the order may provide that this Act or any part thereof shall not apply to works made before
            the commencement of the order or that this Act or any part thereof shall not apply to works first
            published before the commencement of the order.
            2[40A. Power of Central Government to apply Chapter VIII to broadcasting organisations and
          performers in certain other countries.—(1) If the Central Government is satisfied that a foreign
          country (other than a country with which India has entered into a treaty or which is a party to a
          convention relating to rights of broadcasting organisations and performers to which India is also a party)
          has made or has undertaken to make such provisions, if any, as it appears to the Central Government
          expedient to require, for the protection in that foreign country, of the rights of broadcasting organisations
          and performers as is available under this Act, it may, by order published in the Official Gazette, direct
          that the provisions of Chapter VIII shall apply—

               (a) to broadcasting organisation whose headquarters is situated in a country to which the order
            relates or, the broadcast was transmitted from a transmitte situated in a country to which the order
            relates as if the headquarters of such organisation were situated in India or such broadcast were made
            from India;
               (b) to performances that took place outside India to which the order relates in like manner as if
            they took place in India;",680
DOC009_chunk_060,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"1. Ins. by Act 27 of 2012, s. 29 (w.e.f. 21-6-2012).",31,31,"1. Ins. by Act 27 of 2012, s. 29 (w.e.f. 21-6-2012).",11
DOC009_chunk_061,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"2. Ins. by Act 49 of 1999, s. 5 (w.e.f. 15-1-2000).",31,"31, 32","2. Ins. by Act 49 of 1999, s. 5 (w.e.f. 15-1-2000).
                                         31

(c) to performance that are incorporated in a sound recording published in a country to which the
            order relates as if it were published in India;
               (d) to performances not fixed on a sound recording broadcast by a broadcasting organisation the
            headquarters of which is located in a country to which the order relates or where the broadcast is
            transmitted from a transmitte which is situated in a country to which the order relates as if the
            headquarters of such organisation were situated in India or such broadcast were made from India.
            (2) Every order made under sub-section (1) may provide that—

               (i) the provisions of Chapter VIII shall apply either generally or in relation to such class or classes
            of broadcasts or performances or such other class or classes of cases as may be specified in the order;
               (ii) the term of the rights of broadcasting organisations and performers in India shall not exceed
            such term as is conferred by the law of the country to which the order relates;

               1[Provided that it does not exceed the period provided under this Act;]
               (iii) the enjoyment of the rights conferred by Chapter VIII shall be subject to the accomplishment
            of such conditions and formalities, if any, as may be specified in that order;

               (iv) Chapter VIII of any part thereof shall not apply to broadcast and performances made before
                                                   e
            the commencement of the order or that Chapter VIII or any part thereof shall not apply to broadcasts
                                                 d
            and performances broadcast or performed before the commencement of the order;
                                                o
               (v) in case of ownership of rights of broadcasting Corganisations and performers, the provisions of
            Chapter VIII shall apply with such exceptions and modifications as the Central Government may,
                                            a
            having regard to the law of the foreign country, consider necessary.]
                                           i
                                         d",316
DOC009_chunk_062,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,41. Provisions as to works of certain international organisations.—(1) Where—,32,32,"41. Provisions as to works of certain international organisations.—(1) Where—
                                        n
               (a) any work is made or first publishedI by or under the direction or control of any organisation to
            which this section applies, and
               (b) there would, apart from this section, be no copyright in the work in India at the time of the
            making or, as the case may be, of the first publication thereof, and
               (c) either—
                 (i) the work is published as aforesaid in pursuance of an agreement in that behalf with the
               author, being an agreement which does not reserve to the author the copyright, if any, in the
               work, or
                 (ii) under section 17 any copyright in the work would belong to the organization,
           there shall, by virtue of this section, be copyright in the work throughout India.
            (2) Any organisation to which this section applies which at the material time had not the legal
          capacity of a body corporate shall have and be deemed at all material times to have had the legal capacity
          of a body corporate for the purpose of holding, dealing with, and enforcing copyright and in connection
          with all legal proceedings relating to copyright.
            (3) The organisations to which this section applies are such organisations as the Central Government
          may, by order published in the Official Gazette, declare to be organisations of which one or more
          sovereign powers or the Government or Governments thereof are members to which it is expedient that
          this section shall apply.",247
DOC009_chunk_063,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"42. Power to restrict rights in works of foreign authors first published in India.—If it appears to; 1. Ins. by Act 27 of 2012, s. 30 (w.e.f. 26-6-2012).",32,"32, 33","42. Power to restrict rights in works of foreign authors first published in India.—If it appears to
          the Central Government that a foreign country does not give or has not undertaken to give adequate
          protection to the works of Indian authors, the Central Government may, by order published in the Official
          Gazette, direct that such of the provisions of this Act as confer copyright on works first published in India
          shall not apply to works, published after the date specified in the order, the authors whereof are subjects

1. Ins. by Act 27 of 2012, s. 30 (w.e.f. 26-6-2012).
                                         32

or citizens of such foreign country and are not domiciled in India, and thereupon those provisions shall
          not apply to such works.
            1[42A. Power to restrict rights of foreign broadcasting organisations and performers.—If it
          appears to the Central Government that a foreign country does not give or has not undertaken to give
          adequate protection to rights of broadcasting organisations or performers, the Central Government may,
          by order published in the Official Gazette, direct that such of the provisions of this Act as confer right to
          broadcasting organisations or performers, as the case may be, shall not apply to broadcasting
          organisations or performers whereof are based or incorporated in such foreign country or are subjects or
          citizens of such foreign country and are not incorporated or domiciled in India, and thereupon those
          provisions shall not apply to such broadcasting organisations or performers:]
            2[Provided that it does not exceed the period provided under this Act.]",253
DOC009_chunk_064,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,43. Orders under this Chapter to be laid before Parliament.—Every order made by the Central; CHAPTER X; 44. Register of Copyrights.—There shall be kept at the Coopyright Office a register in the prescribe,33,33,"43. Orders under this Chapter to be laid before Parliament.—Every order made by the Central
          Government under this Chapter shall, as soon as may be after it is made, be laid before both Houses of
          Parliament and shall be subject to such modifications as Parliament may make during the session in
          which it is so laid or the session immediately following.

CHAPTER X
                                                   e
                                 REGISTRATION OF COPYRIGHT
                                                 d

44. Register of Copyrights.—There shall be kept at the Coopyright Office a register in the prescribed
          form to be called the Register of Copyrights in which may Cbe entered the names or titles of works and the
          names and addresses of authors, publishers and owners of copyright and such other particulars as may be
                                            a
          prescribed.
                                           i
                                         d",126
DOC009_chunk_065,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"45. Entries in register of Copyrights.—(1) The author or publisher of, or the owner of or other",33,33,"45. Entries in register of Copyrights.—(1) The author or publisher of, or the owner of or other
                                        n
          person interested in the copyright in, any work may make an application in the prescribed form
                                       I
          accompanied by the prescribed fee to the Registrar of Copyrights for entering particulars of the work in
          the Register of Copyrights:
            3[Provided that in respect of an artistic work which is used or is capable of being used in 4[relation to
          any goods or services], the application shall include a statement to that effect and shall be accompanied
          by a certificate from the Registrar of Trade Marks referred to in 5[section 3 of the Trade Marks Act, 1999
          (47 of 1999)], to the effect that no trade mark identical with or deceptively similar to such artistic work
          has been registered under that Act in the name of, or that no application has been made under that Act for
          such registration by, any person other than the applicant.]
            (2) On receipt of an application in respect of any work under sub-section (1), the Registrar of
          Copyrights may, after holding such inquiry as he may deem fit, enter the particulars of the work in the
          Register of Copyrights.",201
DOC009_chunk_066,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"46. Indexes.—There shall be also kept at the Copyright Office such indexes of the Register of; 47. Form and inspection of register.—The Register of Copyrights and indexes thereof kept under; 48. Register of Copyrights to be prima facie evidence of particulars entered therein.—The; 1. Ins. by Act 49 of 1999, s. 6 (w.e.f. 15-1-2000).; 2. Ins. by Act 27 of 2012, s. 30 (w.e.f. 21-6-2012).; 3. The proviso added by Act 23 of 1983, s. 16 (w.e.f. 9-8-1984).; 4. Subs. by Act 27 of 2012, s. 31, for “relat",33,33,"46. Indexes.—There shall be also kept at the Copyright Office such indexes of the Register of
          Copyrights as may be prescribed.

47. Form and inspection of register.—The Register of Copyrights and indexes thereof kept under
          this Act shall at all reasonable times be open to inspection, and any person shall be entitled to take copies
          of, or make extracts from, such register or indexes on payment of such fee and subject to such conditions
          as may be prescribed.

48. Register of Copyrights to be prima facie evidence of particulars entered therein.—The
          Register of Copyrights shall be prima facie evidence of the particulars entered therein and documents
          purporting to be copies of any entries therein, or extracts therefrom, certified by the Registrar of
          Copyrights and sealed with the seal of the Copyright Office shall be admissible in evidence in all courts
          without further proof or production of the original.

1. Ins. by Act 49 of 1999, s. 6 (w.e.f. 15-1-2000).

2. Ins. by Act 27 of 2012, s. 30 (w.e.f. 21-6-2012).

3. The proviso added by Act 23 of 1983, s. 16 (w.e.f. 9-8-1984).

4. Subs. by Act 27 of 2012, s. 31, for “relation to any goods” (w.e.f. 21-6-2012).

5. Subs. by s. 31, ibid., for “section 4 of the Trade and Merchandise Marks Act, 1958 (43 of 1958)” (w.e.f. 21-6-2012).
                                         33",222
DOC009_chunk_067,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"49. Correction of entries in the Register of Copyrights.—The Registrar of Copyrights may, in the; 50. Rectification of Register by 1[Appellate Board].—The 1[Appellate Board], on application of the; CHAPTER XI",34,34,"49. Correction of entries in the Register of Copyrights.—The Registrar of Copyrights may, in the
          prescribed cases and subject to the prescribed conditions, amend or alter the Register of Copyrights by—
               (a) correcting any error in any name, address or particulars; or
               (b) correcting any other error which may have arisen therein by accidental slip or omission.

50. Rectification of Register by 1[Appellate Board].—The 1[Appellate Board], on application of the
          Registrar of Copyrights or of any person aggrieved, shall order the rectification of the Register of
          Copyrights by—
               (a) the making of any entry wrongly omitted to be made in the register, or
               (b) the expunging of any entry wrongly made in, or remaining on, the register, or
               (c) the correction of any error or defect in the register.
            2[50A. Entries in the Register of Copyrights, etc., to be published.—Every entry made in the
          Register of Copyrights or the particulars of any work entered under section 45, the correction of every
          entry made in such register under section 49, and every rectification ordered under section 50, shall be
          published by the Registrar of Copyrights in the Official Gazette or in such other manner as he may deem
          fit.]

CHAPTER XI
                                                   e
                                 INFRINGEMENT OF COPYRIGdHT",204
DOC009_chunk_068,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,51. When copyright infringed.—Copyright in a work shaoll be deemed to be infringed—,34,34,"51. When copyright infringed.—Copyright in a work shaoll be deemed to be infringed—
               (a) when any person, without a licence granted byC the owner of the copyright or the Registrar of
            Copyrights under this Act or in contravention of athe conditions of a licence so granted or of any
            condition imposed by a competent authority under ithis Act—
                                         d
                 (i) does anything, the exclusive right to do which is by this Act conferred upon the owner of
                                        n
               the copyright, or
                                       I
                 3[(ii) permits for profit any place to be used for the communication of the work to the public
               where such communication constitutes an infringement of the copyright in the work, unless he
               was not aware and had no reasonable ground for believing that such communication to the public
               would be an infringement of copyright; or]
               (b) when any person—
                    (i) makes for sale or hire, or sells or lets for hire, or by way of trade displays or offers for
                 sale or hire, or
                    (ii) distributes either for the purpose of trade or to such an extent as to affect prejudicially
                 the owner of the copyright, or
                    (iii) by way of trade exhibits in public, or
                    (iv) imports 4*** into India,
               any infringing copies of the work:
            5[Provided that nothing in sub-clause (iv) shall apply to the import of one copy of any work for the
          private and domestic use of the importer.]
            Explanation.—For the purposes of this section, the reproduction of a literary, dramatic, musical or
          artistic work in the form of a cinematograph film shall be deemed to be an “infringing copy”.",266
DOC009_chunk_069,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"52. Certain acts not to be infringement of copyright.—(1) The following acts shall not constitute; 1. Subs. by Act 7 of 2017, s.160, for “Copyright Board” (w.e.f. 26-5-2017).; 2. Ins. by Act 23 of 1983, s. 17 (w.e.f. 9-8-1984).; 3. Subs. by Act 38 of 1994, s. 16, for sub-clause (ii) (w.e.f. 10-5-1995).; 4. The brackets and words “(except for the private and domestic use of the importer)” omitted by Act",34,34,"52. Certain acts not to be infringement of copyright.—(1) The following acts shall not constitute
          an infringement of copyright, namely,—

1. Subs. by Act 7 of 2017, s.160, for “Copyright Board” (w.e.f. 26-5-2017).

2. Ins. by Act 23 of 1983, s. 17 (w.e.f. 9-8-1984).

3. Subs. by Act 38 of 1994, s. 16, for sub-clause (ii) (w.e.f. 10-5-1995).

4. The brackets and words “(except for the private and domestic use of the importer)” omitted by Act 65 of 1984, s. 3
           (w.e.f. 8-10-1984).",83
DOC009_chunk_070,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"5. Subs. by Act 38 of 1994, s. 16, for the proviso (w.e.f. 10-5-1995).",34,"34, 35","5. Subs. by Act 38 of 1994, s. 16, for the proviso (w.e.f. 10-5-1995).
                                         34

1[(a) a fair dealing with any work, not being a computer programme, for the purposes of—

                  (i) private or personal use, including research;
                  (ii) criticism or review, whether of that work or of any other work;
                 (iii) the reporting of current events and current affairs, including the reporting of a lecture
               delivered in public.

                 Explanation.—The storing of any work in any electronic medium for the purposes mentioned
               in this clause, including the incidental storage of any computer programme which is not itself in
               infringing copy for the said purposes, shall not constitute infringement of copyright.]
               2[(aa) the making of copies or adaptation of a computer programme by the lawful possessor of a
            copy of such computer programme, from such copy—

                 (i) in order to utilise the computer programme for the purpose for which it was supplied; or
                 (ii) to make back-up copies purely as a temporary protection against loss, destruction or
               damage in order only to utilise the computer programme for the purpose for which it was
               supplied;]
                3[(ab) the doing of any act necessary to obtain i e nformation essential for operating
                                                 d
             inter-operability of an independently created computer programme with other programmer by a
                                                o
             lawful possessor of a computer programme provided that such information is not otherwise readily
                                              C
             available;
                                            a
                (ac) the observation, study or test of functioning of the computer programme in order to
                                           i
              determine the ideas and principles which dunderline any elements of the programme while
              performing such acts necessary for the funcntions for which the computer programme was supplied;
                                       I
                (ad) the making of copies or adaptation of the computer programme from a personally legally
              obtained copy for non-commercial personal use;]
               4[(b) the transient or incidental storage of a work or performance purely in the technical process
            of electronic transmission or communication to the public;
               (c) transient or incidental storage of a work or performance for the purpose of providing
            electronic links, access or integration, where such links, access or integration has not been expressly
            prohibited by the right holder, unless the person responsible is aware or has reasonable grounds for
            believing that such storage is of an infringing copy:
               Provided that if the person responsible for the storage of the copy has received a written
            complaint from the owner of copyright in the work, complaining that such transient or incidental
            storage is an infringement, such person responsible for the storage shall refrain from facilitating such
            access for a period of twenty-one days or till he receives an order from the competent court refraining
            from facilitating access and in case no such order is received before the expiry of such period of
            twenty-one days, he may continue to provide the facility of such access;
               (d) the reproduction of any work for the purpose of a judicial proceeding or for the purpose of a
            report of a judicial proceeding;
               (e) the reproduction or publication of any work prepared by the Secretariat of a Legislature or,
            where the legistanure consists of two Houses, by the Secretariat of either House of the Legislature,
            exclusively for the use of the members of that Legislature;
               (f) the reproduction of any work in a certified copy made or supplied in accordance with any law
            for the time being in force;",557
DOC009_chunk_071,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"1. Subs. by Act 27 of 2012, s. 32, for clause (a) (w.e.f. 21-6-2012).; 2. Ins. by Act 38 of 1994, s. 17 (w.e.f. 10-5-1995).; 3. Ins. by Act 49 of 1999, s. 7 (w.e.f. 15-1-2000).",35,35,"1. Subs. by Act 27 of 2012, s. 32, for clause (a) (w.e.f. 21-6-2012).

2. Ins. by Act 38 of 1994, s. 17 (w.e.f. 10-5-1995).

3. Ins. by Act 49 of 1999, s. 7 (w.e.f. 15-1-2000).",36
DOC009_chunk_072,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"4. Subs. by Act 27 of 2012, s. 32, for clauses (b), (c), (d), (e), (f), (g), (h), (i) and (j) (w.e.f",35,"35, 36","4. Subs. by Act 27 of 2012, s. 32, for clauses (b), (c), (d), (e), (f), (g), (h), (i) and (j) (w.e.f. 21-6-2012).
                                         35

(g) the reading or recitation in public of reasonable extracts from a published literacy or dramatic
            work;
               (h) the publication in a collection, mainly composed of non-copyright matter, bona fide intended
            for instruction use, and so described in the title and in any advertisement issued by or on behalf of the
            publisher, of short passages from published literary or dramatic works, not themselves published for
            such use in which copyright subsists:
               Provided that not more than two such passages from works by the same author are published by
            the same publisher during any period of five years.
               Explanation.—In the case of a work of joint authorship, references in this clause to passages from
            works shall include references to passages from works by any one or more of the authors of those
            passages or by any one or more of those authors in collaboration with any other person;
               (i) the reproduction of any work—
                 (i) by a teacher or a pupil in the course of instruction; or

                 (ii) as part of the question to be answered in an examination; or
                 (iii) in answers to such questions;
               1[(j) the making of sound recordings in respect of any literary, dramatic or musical work, if—
                                                   e
                 (i) sound recordings of that work have been made by or with the license or consent of the
                                                 d
               owner of the right in the work:
                                                o
                 (ii) the person making the sound recordings hCas given a notice of his intention to make the
               sound recordings, has provided copies of all covaers or labels with which the sound recordings are
               to be sold, and has paid in the prescribed maniner to the owner of rights in the work loyalties in
                                         d
               respect of all such sound recordings to be made by him, at the rate fixed by the Copyright Board
                                        n
               in this behalf:
                                       I
               Provided that—
                    (i) no alterations shall be made which have not been made previously by or with the
                 consent of the owner of rights, or which are not reasonably necessary for the adaptation of the
                 work for the purpose of making the sound recordings:
                    (ii) the sound recordings shall not be issued in any form of packaging or with any label
                 which is likely to mislead or confuse the public as to their identity;
                    (iii) no such sound recording shall be made until the expiration of two calendar years
                 after the end of the year in which the first sound recording of the work was made; and
                    (iv) the person making such sound recordings shall allow the owner of rights or his duly
                 authorised agent or representative to inspect all records and books of account relating to such
                 sound recording:
                    Provided further that if on a complaint brought before the Copyright Board to the effect
                 that the owner of rights has not been paid in full for any sound recordings purporting to be
                 made in pursuance of this clause, the Copyright Board is, prima fade, satisfied that the
                 complaint is genuine, it may pass an order ex parte directing the person making the sound
                 recording to cease from making further copies and, after holding such inquiry as it considers
                 necessary, make such further order as it may deem fit, including an order for payment of
                 royalty;
                 (k) the causing of a recording to be heard in public by utilising it,—
                   (i) in an enclosed room or hall meant for the common use of residents in any residential
                 premises (not being a hotel or similar commercial establishment) as part of the amenities
                 provided exclusively or mainly for residents therein; or",620
DOC009_chunk_073,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"1. Subs. by Act 38 of 1994, s. 17, for clauses (j) and (k) (w.e.f. 10-5-1995).",36,"36, 37","1. Subs. by Act 38 of 1994, s. 17, for clauses (j) and (k) (w.e.f. 10-5-1995).
                                         36

(ii) as part of the activities of a club or similar organisation which is not established or
                 conduct for profit;]
               (l) the performance of a literary, dramatic or musical work by an amateur, club or society, if the
            performance is given to a non-paying audience, or for the benefit of a religious institution;
               (m) the reproduction in a newspaper, magazine or other periodical of an article on current
            economic, political, social or religious topics, unless the author of such article has expressly reserved
            to himself the right of such reproduction;

               1[(n) the storing of a work in any medium by electronic means by a non-commercial public
            library, for preservation if the library already possesses a non-digital copy of the work;]
               (o) the making of not more than three copies of a book (including a pamphlet, sheet of music,
            map, chart or plan) by or under the direction of the person in charge of a 2[non-commercial public
            library] for the use of the library if such book is not available for sale in India;

               (p) the reproduction, for the purpose of research or private study or with a view to publication, of
            an unpublished literary, dramatic or musical work kept in a library, museum or other institution to
            which the public has access:
               Provided that where the identity of the author of any such weork or, in the case of a work of joint
            authorship, of any of the authors is known to the library, musdeum or other institution, as the case may
            be the provisions of this clause shall apply only if such oreproduction is made at a time more than
            3[sixty years] from the date of the death of the authorC or, in the case of a work of joint authorship,
            from the death of the author whose identity is known or, if the identity of more authors than one is
                                            a
            known from the death of such of those authors who dies last;
                                           i
                                         d
               (q) the reproduction or publication of—
                                        n
                    (i) any matter which has beenI published in any Official Gazette except an Act of a
                 Legislature;
                    (ii) any Act of a Legislature subject to the condition that such Act is reproduced or
                 published together with any commentary thereon or any other original matter;
                    (iii) the report of any committee, commission, council, board or other like body appointed
                 by the Government if such report has been laid on the Table of the Legislature, unless the
                 reproduction or publication of such report is prohibited by the Government;
                    (iv) any judgment or order of a court, tribunal or other judicial authority, unless the
                 reproduction or publication of such judgment or order is prohibited by the court, the tribunal
                 or other judicial authority, as the case may be;
                 (r) the production or publication of a translation in any Indian language of an Act of a
               Legislature and of any rules or orders made thereunder—
                    (i) if no translation of such Act or rules or orders in that language has been previously
                 been produced or published by the Government; or
                    (ii) where a translation of such Act or rules or orders in that language has been produced
                 or published by the Government, if the translation is not available for sale to the public:
               Provided that such translation contains a statement at a prominent place to the effect that the
            translation has not been authorised or accepted as authentic by the Government;
               4[(s) the making or publishing of a painting, drawing, engraving or photograph of a work of
            architecture or the display of a work of architecture;]",613
DOC009_chunk_074,DOC009,"The Copyright Act, 1957.pdf",02_national_statutes,"The Copyright Act, 1957",ip_statute,copyright,national,1957,"1. Subs. by Act 27 of 2012, s. 32, for clause (n) (w.e.f. 21-6-2012).; 2. Subs. by s. 32, ibid., for “public library” (w.e.f. 21-6-2012).; 3. Subs. by Act 49 of 1999, s. 7, for “fifty years” (w.e.f. 15-1-2000).",37,37,"1. Subs. by Act 27 of 2012, s. 32, for clause (n) (w.e.f. 21-6-2012).

2. Subs. by s. 32, ibid., for “public library” (w.e.f. 21-6-2012).

3. Subs. by Act 49 of 1999, s. 7, for “fifty years” (w.e.f. 15-1-2000).",39
